Year,Month,Day,City_encoded,State_encoded,Store type_encoded
2016,7,27,50,29,1
2012,4,27,7,11,1
2009,6,19,48,29,0
2015,7,8,32,6,1
2017,1,20,19,25,0
2017,6,30,46,6,1
2009,2,23,44,28,0
2021,12,1,17,14,0
2021,12,10,47,4,1
2014,11,14,7,11,0
2011,6,27,19,25,0
2010,9,24,50,29,0
2016,2,22,3,22,0
2012,7,27,4,5,0
2017,3,13,47,4,1
2023,9,18,37,6,0
2012,9,10,38,23,0
2016,6,29,6,27,0
2016,1,15,24,1,1
2014,9,19,40,27,1
2013,11,25,5,25,0
2007,4,24,8,22,1
2014,7,4,35,21,0
2011,2,14,48,29,0
2010,10,25,42,17,1
2016,6,15,37,6,0
2014,4,4,54,20,1
2010,8,13,0,12,1
2017,8,7,3,22,1
2012,10,22,31,13,1
2019,4,17,54,20,0
2012,7,20,41,4,0
2013,9,20,16,9,0
2019,12,4,38,23,1
2013,6,10,43,1,1
2023,4,12,36,27,0
2018,5,16,6,27,0
2022,2,23,53,18,1
2008,3,14,36,27,1
2017,2,13,38,23,1
2007,3,9,33,29,1
2008,12,3,18,9,1
2017,3,8,12,7,0
2010,11,22,37,6,0
2010,5,7,14,24,0
2013,3,22,18,9,0
2014,3,12,45,10,0
2019,4,24,13,16,0
2011,5,20,35,21,0
2013,1,11,49,26,1
2013,12,23,13,16,0
2012,6,25,54,20,0
2017,12,8,15,8,0
2020,3,6,31,13,1
2023,10,11,4,5,0
2023,1,16,37,6,0
2021,10,22,43,1,0
2009,11,25,2,3,0
2021,1,11,40,27,1
2016,10,26,1,0,0
2015,11,4,49,26,0
2014,5,26,6,27,1
2016,10,10,8,22,0
2016,5,16,22,11,1
2015,5,4,4,5,1
2011,6,17,13,16,1
2012,10,5,20,11,0
2007,4,12,22,11,1
2011,12,30,20,11,1
2012,2,29,5,25,0
2011,3,30,30,19,0
2014,9,12,27,30,0
2011,7,4,40,27,1
2009,12,4,31,13,1
2007,1,30,23,27,0
2008,5,21,42,17,0
2017,6,21,49,26,1
2012,8,22,50,29,1
2017,12,27,50,29,1
2009,2,23,36,27,0
2018,1,15,19,25,1
2011,2,18,55,31,1
2020,12,30,50,29,1
2010,7,21,17,14,1
2016,7,11,50,29,1
2013,3,22,4,5,1
2011,6,17,26,15,1
2014,2,5,40,27,1
2013,8,26,17,14,1
2019,5,24,51,8,0
2015,5,27,20,11,0
2018,1,5,50,29,0
2017,1,2,44,28,1
2020,1,3,32,6,0
2014,1,17,36,27,0
2010,9,6,17,14,1
2016,3,9,13,16,1
2023,6,7,38,23,0
2008,7,23,16,9,1
2022,10,24,41,4,1
2013,12,18,38,23,1
2008,4,28,3,22,0
2018,6,13,54,20,1
2007,3,31,41,4,0
2008,9,22,17,14,1
2022,10,10,30,19,0
2008,12,22,49,26,0
2020,2,24,12,7,0
2013,8,28,18,9,0
2019,12,9,25,18,0
2016,4,11,52,14,1
2007,6,25,19,25,1
2020,7,27,16,9,0
2007,6,6,12,7,1
2021,11,22,45,10,1
2017,7,28,18,9,1
2012,9,12,15,8,0
2010,12,13,19,25,1
2023,1,23,7,11,1
2009,3,6,2,3,1
2021,9,20,23,27,0
2017,8,4,49,26,1
2012,10,17,32,6,0
2013,10,7,52,14,1
2013,11,13,52,14,1
2014,9,12,31,13,0
2007,6,20,23,27,1
2007,7,23,22,11,0
2024,1,8,3,22,0
2007,5,4,24,1,1
2016,8,26,6,27,1
2011,9,2,27,30,0
2007,8,6,27,30,0
2019,10,14,25,18,0
2011,5,25,17,14,1
2007,2,20,10,12,0
2019,11,15,34,20,1
2017,11,10,1,0,1
2007,2,8,40,27,0
2017,10,2,34,20,0
2023,5,17,30,19,0
2019,10,7,30,19,0
2012,6,29,44,28,1
2024,1,19,8,22,0
2015,8,31,0,12,0
2018,8,17,4,5,0
2012,5,2,14,24,0
2015,12,16,21,2,1
2008,4,4,27,30,0
2017,8,23,13,16,1
2013,10,18,11,29,0
2015,4,10,3,22,0
2008,9,5,9,5,0
2014,4,25,23,27,1
2007,1,16,34,20,0
2017,4,28,25,18,1
2016,12,28,44,28,0
2008,10,10,40,27,1
2014,11,14,7,11,1
2021,8,25,4,5,1
2016,12,30,34,20,1
2019,11,11,50,29,1
2008,9,10,2,3,1
2015,1,23,25,18,1
2021,1,27,28,25,1
2014,7,18,48,29,0
2017,5,26,46,6,1
2010,12,15,47,4,0
2009,10,19,55,31,0
2011,9,19,3,22,0
2023,3,31,22,11,1
2018,2,2,52,14,1
2023,8,23,30,19,1
2009,1,16,3,22,1
2020,1,10,5,25,0
2023,11,1,16,9,1
2022,1,31,4,5,1
2014,12,5,30,19,0
2013,11,29,49,26,0
2012,3,12,9,5,1
2009,2,27,21,2,0
2010,6,4,47,4,1
2019,10,4,18,9,0
2007,4,19,11,29,1
2013,3,22,23,27,0
2011,1,26,42,17,1
2017,10,9,23,27,0
2012,6,15,23,27,1
2011,9,30,34,20,1
2017,6,21,17,14,0
2012,11,23,39,25,0
2016,4,25,22,11,0
2011,1,14,33,29,0
2014,4,11,15,8,1
2014,10,24,17,14,0
2012,11,23,36,27,0
2019,10,21,16,9,1
2010,7,5,42,17,0
2007,12,3,2,3,0
2013,3,27,2,3,0
2021,10,20,28,25,1
2011,8,15,37,6,0
2013,9,4,35,21,0
2019,11,6,4,5,1
2023,10,4,55,31,1
2014,7,28,11,29,1
2012,12,24,49,26,0
2022,7,22,13,16,1
2014,5,7,42,17,1
2018,1,5,12,7,0
2021,12,17,15,8,1
2023,9,25,4,5,1
2014,12,31,52,14,0
2017,4,24,23,27,0
2015,5,6,0,12,0
2013,2,6,9,5,0
2008,12,1,24,1,0
2015,10,7,44,28,0
2010,6,4,41,4,1
2008,7,7,10,12,0
2023,8,9,42,17,0
2010,7,30,36,27,0
2011,6,27,51,8,0
2019,7,8,19,25,0
2022,1,24,5,25,0
2019,9,25,40,27,0
2021,4,26,16,9,0
2015,1,7,4,5,0
2011,6,24,49,26,0
2016,1,4,54,20,0
2023,12,18,15,8,0
2010,7,30,12,7,1
2018,1,22,52,14,1
2019,1,16,43,1,1
2008,2,11,1,0,0
2010,12,15,33,29,0
2020,12,2,47,4,1
2009,12,4,26,15,0
2018,7,25,18,9,1
2022,9,28,44,28,1
2009,4,3,50,29,0
2022,11,30,8,22,0
2014,9,10,20,11,0
2018,6,4,31,13,0
2023,6,14,41,4,0
2018,5,14,10,12,1
2014,4,11,27,30,1
2024,2,14,7,11,1
2023,11,27,47,4,0
2010,1,27,4,5,0
2022,6,15,19,25,1
2023,1,23,15,8,0
2010,8,4,33,29,0
2016,8,17,40,27,1
2023,3,24,18,9,1
2013,11,29,38,23,0
2014,6,16,23,27,0
2015,1,19,25,18,0
2010,12,3,11,29,0
2007,12,3,20,11,1
2024,2,28,40,27,0
2014,5,30,41,4,1
2009,6,17,53,18,0
2009,4,8,50,29,0
2008,6,30,54,20,1
2021,11,24,17,14,0
2013,5,8,3,22,1
2016,4,29,27,30,1
2016,10,19,24,1,1
2021,12,1,30,19,1
2018,9,14,35,21,0
2016,4,1,52,14,1
2008,6,20,20,11,1
2016,4,4,40,27,0
2008,1,11,43,1,1
2013,5,17,18,9,1
2022,2,25,25,18,0
2021,2,10,37,6,1
2022,1,31,54,20,1
2021,6,21,55,31,1
2021,5,14,7,11,1
2009,5,8,37,6,0
2007,4,18,35,21,1
2011,8,31,54,20,0
2014,3,12,31,13,0
2023,5,10,53,18,1
2020,2,21,5,25,1
2019,11,22,17,14,1
2011,8,26,21,2,0
2012,1,30,31,13,1
2019,3,29,29,27,1
2007,6,22,55,31,1
2022,3,16,25,18,0
2014,11,19,28,25,0
2021,12,20,45,10,1
2017,7,14,32,6,0
2011,8,3,31,13,1
2018,10,3,35,21,0
2018,8,8,44,28,0
2019,5,3,47,4,0
2023,5,17,47,4,1
2012,8,22,15,8,1
2010,7,16,45,10,0
2017,12,6,13,16,0
2017,9,25,34,20,1
2023,12,20,55,31,1
2023,12,6,1,0,1
2018,6,1,0,12,1
2019,12,30,25,18,1
2017,12,11,53,18,1
2020,3,6,36,27,0
2008,10,29,20,11,0
2012,2,24,37,6,0
2015,2,16,31,13,1
2010,4,7,54,20,0
2018,10,5,53,18,1
2007,4,17,41,4,0
2015,10,14,24,1,1
2007,3,2,12,7,0
2016,12,19,22,11,1
2021,3,12,18,9,1
2020,1,31,12,7,0
2013,12,6,16,9,1
2018,2,2,7,11,1
2019,10,4,51,8,1
2015,4,27,24,1,1
2014,4,21,46,6,0
2018,3,23,13,16,1
2015,10,19,18,9,1
2008,9,15,14,24,1
2013,12,18,40,27,0
2019,3,13,0,12,1
2020,9,11,26,15,0
2009,1,14,35,21,0
2012,9,14,10,12,0
2018,5,2,40,27,0
2019,1,21,37,6,0
2018,1,17,18,9,1
2022,7,22,26,15,1
2015,8,3,51,8,0
2019,4,10,7,11,0
2014,7,25,12,7,0
2015,10,2,15,8,0
2008,5,19,32,6,1
2021,4,19,28,25,1
2023,5,15,26,15,1
2007,11,20,21,2,1
2007,5,25,25,18,0
2009,3,27,37,6,1
2007,3,30,40,27,1
2021,3,5,40,27,0
2019,9,13,30,19,0
2013,5,10,0,12,1
2016,1,15,4,5,0
2024,2,7,50,29,0
2014,10,15,7,11,0
2019,1,21,42,17,1
2007,5,3,24,1,0
2016,2,26,29,27,1
2018,5,28,14,24,0
2020,1,8,52,14,0
2013,1,2,46,6,1
2016,3,2,0,12,0
2021,2,15,29,27,0
2013,9,20,21,2,1
2011,12,5,2,3,1
2023,4,24,55,31,1
2021,9,15,15,8,1
2012,4,20,5,25,0
2012,2,8,18,9,1
2014,3,21,50,29,0
2022,5,11,49,26,0
2012,9,26,18,9,1
2022,3,4,31,13,1
2021,5,31,11,29,0
2014,9,3,26,15,0
2017,1,9,24,1,1
2022,9,9,40,27,1
2015,10,7,28,25,1
2022,3,7,51,8,0
2020,3,2,24,1,0
2017,6,30,43,1,0
2020,1,20,16,9,1
2011,5,16,12,7,0
2023,9,29,51,8,1
2009,4,3,38,23,0
2016,4,8,27,30,0
2014,8,1,31,13,1
2022,9,7,54,20,0
2007,3,1,53,18,1
2014,6,18,54,20,1
2011,1,31,9,5,0
2012,6,29,15,8,1
2016,8,12,55,31,0
2021,12,20,18,9,1
2008,3,24,38,23,1
2021,11,8,54,20,1
2015,5,20,2,3,0
2024,2,19,5,25,0
2016,4,22,26,15,1
2012,10,5,31,13,1
2013,3,20,14,24,0
2016,12,5,48,29,1
2024,1,22,10,12,0
2010,3,24,5,25,1
2019,1,16,1,0,1
2023,8,14,18,9,0
2015,10,2,39,25,0
2012,3,30,18,9,0
2016,3,4,52,14,1
2012,4,27,13,16,0
2012,2,13,8,22,0
2009,9,4,20,11,0
2023,5,24,44,28,1
2012,10,19,13,16,0
2013,2,18,15,8,0
2018,6,25,30,19,0
2011,1,10,48,29,1
2021,9,24,23,27,1
2009,4,24,45,10,0
2014,10,29,51,8,0
2009,6,19,26,15,0
2014,4,9,48,29,0
2023,8,4,14,24,1
2011,4,1,9,5,0
2021,2,5,2,3,0
2008,7,16,23,27,0
2018,6,27,17,14,1
2023,12,27,13,16,0
2015,1,28,29,27,0
2016,5,30,20,11,1
2012,2,27,22,11,0
2013,5,27,28,25,0
2015,2,23,6,27,1
2012,2,24,47,4,0
2019,9,20,9,5,1
2011,1,26,16,9,0
2018,6,27,47,4,1
2023,6,28,19,25,0
2017,7,5,29,27,0
2008,6,16,10,12,1
2007,3,24,42,17,1
2011,2,2,50,29,1
2013,6,14,15,8,1
2018,11,21,0,12,1
2019,6,17,46,6,0
2010,8,20,38,23,1
2021,6,21,14,24,0
2011,7,25,9,5,0
2024,1,10,22,11,1
2022,3,7,53,18,0
2022,10,28,30,19,0
2015,2,18,21,2,0
2024,1,10,46,6,0
2022,4,4,9,5,1
2011,4,6,40,27,1
2015,6,26,10,12,1
2022,4,25,42,17,0
2017,5,29,46,6,1
2024,1,19,32,6,0
2016,7,15,13,16,1
2009,9,18,2,3,0
2009,12,2,3,22,0
2023,2,27,17,14,1
2023,10,18,11,29,1
2019,3,25,5,25,1
2023,12,18,47,4,1
2021,8,9,0,12,1
2018,12,24,41,4,0
2023,10,16,32,6,1
2007,6,13,42,17,1
2018,6,4,22,11,0
2014,3,28,22,11,1
2016,6,1,18,9,0
2009,11,25,0,12,0
2009,8,3,22,11,1
2008,5,14,6,27,0
2018,4,4,20,11,0
2015,2,4,22,11,1
2012,2,8,38,23,0
2016,10,28,17,14,0
2022,12,12,54,20,1
2019,7,8,45,10,1
2017,1,20,15,8,0
2023,6,28,42,17,1
2021,12,15,44,28,0
2009,1,7,24,1,1
2014,1,20,21,2,0
2007,12,3,45,10,0
2018,7,11,4,5,0
2007,2,14,49,26,1
2017,6,19,5,25,0
2023,7,3,38,23,0
2011,7,18,33,29,1
2015,8,7,10,12,0
2010,7,9,51,8,1
2014,3,10,24,1,0
2022,11,7,55,31,1
2012,9,10,28,25,1
2011,9,19,48,29,1
2019,4,3,36,27,1
2019,7,29,23,27,0
2018,12,21,45,10,0
2019,10,14,44,28,1
2010,3,22,35,21,0
2008,3,14,10,12,0
2008,10,27,21,2,1
2017,2,8,3,22,0
2021,8,27,43,1,0
2024,1,24,50,29,1
2019,9,4,10,12,0
2011,5,13,41,4,1
2013,12,2,37,6,0
2019,8,14,1,0,1
2014,7,23,9,5,1
2015,4,8,35,21,1
2013,6,5,42,17,1
2007,6,22,17,14,0
2014,4,28,20,11,0
2015,11,27,23,27,1
2013,11,11,43,1,1
2007,2,16,48,29,0
2018,5,21,3,22,1
2016,9,12,45,10,1
2022,10,19,21,2,1
2007,4,20,9,5,1
2021,8,30,4,5,0
2011,6,17,34,20,0
2014,8,8,10,12,0
2016,10,3,6,27,0
2014,2,17,43,1,0
2019,8,21,3,22,1
2008,3,5,51,8,1
2012,9,19,49,26,1
2019,10,28,27,30,1
2021,7,26,45,10,1
2020,12,14,23,27,1
2021,6,2,47,4,1
2017,12,8,42,17,0
2019,1,11,55,31,0
2017,7,24,50,29,0
2017,4,28,8,22,1
2017,6,23,1,0,0
2010,8,11,48,29,1
2017,2,17,51,8,1
2019,3,8,41,4,0
2023,10,18,49,26,0
2021,8,27,41,4,1
2022,10,19,16,9,0
2022,8,22,55,31,0
2015,4,1,46,6,1
2019,9,25,41,4,0
2021,12,13,42,17,1
2022,6,13,36,27,1
2012,5,14,46,6,1
2020,5,25,30,19,1
2009,1,21,14,24,1
2010,5,12,15,8,1
2016,6,27,10,12,1
2008,10,24,34,20,1
2015,12,16,27,30,1
2016,10,5,42,17,1
2022,10,12,25,18,1
2022,7,22,3,22,0
2007,1,22,32,6,0
2021,8,18,31,13,1
2017,1,4,4,5,1
2020,1,15,45,10,1
2022,3,23,3,22,0
2007,5,25,5,25,1
2008,9,1,16,9,0
2013,1,25,29,27,0
2013,5,3,39,25,1
2016,5,18,49,26,0
2009,10,30,12,7,1
2011,2,25,34,20,1
2009,9,11,32,6,1
2023,6,12,22,11,1
2021,8,13,50,29,1
2008,8,13,13,16,1
2013,8,12,47,4,1
2007,6,29,33,29,0
2013,12,13,14,24,1
2008,3,3,18,9,1
2015,1,30,45,10,1
2008,12,3,49,26,0
2010,4,5,49,26,1
2009,10,16,45,10,1
2011,10,19,33,29,0
2019,4,29,31,13,0
2020,12,23,29,27,0
2008,1,4,31,13,1
2008,5,23,53,18,1
2014,7,14,32,6,0
2015,11,20,11,29,0
2013,2,27,32,6,0
2011,5,20,55,31,1
2008,1,14,33,29,1
2013,5,13,44,28,0
2014,11,12,4,5,1
2018,6,4,22,11,1
2016,9,28,22,11,0
2018,9,10,48,29,1
2012,7,16,20,11,0
2007,1,15,5,25,0
2012,6,25,37,6,1
2011,8,1,3,22,0
2022,7,29,28,25,0
2023,4,24,53,18,1
2008,8,29,42,17,0
2009,3,27,1,0,1
2010,9,10,9,5,1
2017,7,5,51,8,1
2019,11,4,16,9,1
2011,7,22,15,8,0
2008,5,21,4,5,0
2016,7,27,48,29,0
2024,2,26,54,20,1
2017,1,2,53,18,0
2010,5,21,0,12,0
2010,8,23,27,30,0
2023,6,2,24,1,0
2018,9,26,31,13,1
2023,11,6,26,15,1
2019,3,1,0,12,1
2015,11,4,6,27,0
2015,1,26,24,1,1
2022,11,14,8,22,1
2011,6,8,9,5,1
2015,3,4,53,18,0
2019,5,24,43,1,0
2013,4,26,26,15,0
2014,7,28,15,8,1
2009,12,21,38,23,0
2016,4,1,55,31,1
2019,3,29,6,27,0
2022,12,5,8,22,0
2007,6,20,51,8,0
2010,5,24,41,4,1
2010,12,29,11,29,1
2014,10,13,25,18,0
2009,3,27,36,27,0
2023,10,13,25,18,0
2009,5,15,4,5,1
2015,8,28,39,25,0
2007,3,13,27,30,1
2012,1,20,35,21,0
2022,2,16,17,14,0
2008,7,11,6,27,0
2017,6,12,43,1,1
2008,3,19,10,12,0
2020,12,7,18,9,1
2019,2,20,41,4,0
2008,3,14,20,11,1
2022,11,28,28,25,1
2018,12,3,10,12,1
2021,3,22,51,8,1
2016,9,23,15,8,1
2022,2,14,17,14,0
2007,12,10,19,25,0
2018,3,5,53,18,0
2015,12,28,22,11,0
2017,9,1,2,3,0
2018,2,14,17,14,0
2010,7,12,8,22,0
2022,1,26,36,27,1
2017,6,9,21,2,1
2015,2,11,33,29,0
2014,7,2,1,0,0
2007,8,27,45,10,0
2017,4,21,49,26,1
2009,5,8,43,1,0
2023,3,17,7,11,0
2010,7,30,11,29,1
2014,9,15,39,25,0
2018,4,20,42,17,0
2015,6,3,51,8,1
2012,10,1,12,7,1
2018,7,13,7,11,0
2014,8,15,6,27,0
2023,2,27,35,21,1
2007,4,16,22,11,1
2024,2,21,36,27,1
2009,5,22,55,31,1
2009,2,20,38,23,0
2007,6,28,10,12,1
2011,11,18,2,3,0
2012,8,13,47,4,0
2020,7,29,0,12,1
2021,8,20,30,19,0
2024,2,14,30,19,1
2023,3,27,51,8,0
2019,2,13,47,4,0
2020,2,19,38,23,1
2016,1,29,27,30,1
2019,8,14,27,30,1
2010,7,26,16,9,1
2015,12,16,33,29,0
2011,12,5,34,20,1
2014,10,10,25,18,1
2007,2,9,18,9,1
2022,3,23,8,22,1
2021,2,17,46,6,1
2017,9,29,0,12,0
2007,6,6,51,8,0
2014,1,17,54,20,1
2019,8,2,34,20,0
2008,4,4,6,27,0
2020,5,22,18,9,1
2008,1,18,31,13,0
2017,7,5,22,11,1
2021,6,21,51,8,0
2017,4,26,0,12,1
2013,10,30,20,11,1
2008,2,8,11,29,1
2009,12,14,6,27,1
2019,11,29,31,13,0
2009,6,8,33,29,1
2007,3,6,5,25,1
2012,12,24,30,19,1
2013,7,17,2,3,1
2023,8,7,46,6,1
2008,5,12,17,14,0
2012,10,29,53,18,0
2015,10,28,4,5,1
2017,7,31,29,27,0
2011,6,17,11,29,0
2013,4,1,35,21,0
2012,2,17,3,22,0
2014,6,16,55,31,0
2019,4,10,26,15,0
2018,3,23,37,6,1
2013,10,4,34,20,1
2016,4,11,20,11,1
2013,11,8,11,29,1
2021,9,15,35,21,0
2011,12,16,23,27,0
2020,5,8,51,8,1
2010,12,27,22,11,0
2023,7,3,35,21,0
2023,8,14,22,11,1
2014,2,10,28,25,1
2012,1,13,33,29,1
2008,5,30,2,3,0
2023,2,3,2,3,1
2009,4,20,28,25,0
2019,9,30,0,12,0
2013,11,20,45,10,0
2014,6,23,53,18,1
2014,1,13,30,19,0
2012,8,8,53,18,0
2019,8,5,16,9,0
2021,8,30,46,6,0
2016,6,13,12,7,1
2014,4,14,13,16,1
2010,6,25,25,18,1
2012,7,13,19,25,0
2023,11,24,10,12,1
2021,2,22,48,29,0
2007,2,21,52,14,1
2016,11,14,16,9,0
2010,7,9,28,25,0
2008,5,19,11,29,1
2015,11,11,38,23,0
2014,10,17,24,1,1
2017,4,10,43,1,1
2013,2,6,10,12,1
2017,10,30,50,29,0
2008,1,18,33,29,0
2011,2,4,38,23,0
2021,2,10,23,27,1
2017,6,19,26,15,1
2009,10,19,45,10,0
2013,3,15,38,23,1
2018,6,6,31,13,1
2016,9,26,30,19,1
2019,5,20,34,20,1
2021,11,5,16,9,1
2008,5,19,21,2,1
2009,9,11,22,11,0
2009,3,27,4,5,0
2016,7,25,1,0,0
2020,4,13,3,22,0
2015,12,11,11,29,0
2018,2,21,17,14,1
2012,8,3,20,11,0
2013,6,3,12,7,0
2010,12,1,13,16,1
2011,6,20,40,27,0
2019,1,14,24,1,0
2022,9,7,34,20,0
2013,11,13,5,25,0
2023,3,10,8,22,1
2012,12,17,9,5,0
2022,4,4,1,0,1
2023,12,20,54,20,0
2009,12,11,17,14,0
2020,10,19,36,27,0
2011,9,26,10,12,0
2008,8,15,12,7,1
2008,1,21,28,25,1
2019,2,25,47,4,1
2017,5,17,13,16,0
2022,2,9,44,28,1
2009,4,27,6,27,1
2012,10,29,16,9,0
2015,1,9,54,20,0
2009,11,23,52,14,1
2023,4,14,28,25,1
2023,4,17,23,27,0
2021,5,21,46,6,1
2015,1,26,48,29,1
2021,2,24,3,22,1
2021,2,8,24,1,0
2013,12,6,1,0,0
2012,7,16,14,24,0
2012,5,11,37,6,0
2019,12,2,14,24,0
2013,12,16,0,12,0
2009,4,3,33,29,1
2012,4,23,17,14,0
2017,7,5,35,21,0
2009,8,5,26,15,1
2023,9,15,21,2,0
2017,2,1,11,29,0
2021,1,20,29,27,1
2008,5,2,35,21,1
2023,5,31,5,25,0
2022,3,4,6,27,0
2016,3,16,0,12,1
2019,9,27,17,14,0
2023,7,19,49,26,0
2018,11,7,2,3,0
2013,4,12,21,2,1
2008,12,8,12,7,0
2007,6,29,3,22,0
2014,12,5,37,6,1
2010,1,15,6,27,1
2007,4,2,51,8,1
2015,5,29,7,11,0
2023,5,31,40,27,0
2015,9,25,17,14,0
2022,12,14,55,31,1
2011,3,2,41,4,1
2018,11,5,54,20,0
2016,5,27,4,5,1
2010,5,19,47,4,1
2011,2,28,42,17,0
2011,9,12,23,27,1
2023,8,2,21,2,1
2022,5,16,12,7,0
2013,3,8,43,1,1
2009,6,26,51,8,1
2018,8,22,5,25,1
2016,12,14,0,12,0
2021,5,17,22,11,0
2009,1,28,49,26,0
2013,5,27,2,3,1
2010,11,5,41,4,0
2007,5,31,28,25,0
2017,11,13,14,24,1
2017,2,13,48,29,0
2015,5,11,19,25,1
2007,4,3,34,20,1
2011,7,25,50,29,1
2013,2,22,38,23,1
2010,8,2,33,29,0
2012,9,10,18,9,0
2015,3,4,54,20,1
2015,9,4,48,29,0
2021,2,19,27,30,0
2019,3,13,5,25,0
2014,3,19,1,0,1
2013,1,28,43,1,0
2014,5,26,12,7,1
2022,5,4,0,12,0
2023,5,24,31,13,1
2014,3,26,25,18,1
2021,8,4,48,29,1
2014,7,21,36,27,0
2018,10,5,26,15,1
2016,1,8,49,26,0
2023,3,6,3,22,0
2021,2,26,51,8,0
2017,11,10,27,30,1
2020,3,30,3,22,1
2007,5,12,48,29,1
2009,5,20,36,27,0
2015,2,13,52,14,0
2015,11,11,38,23,1
2018,5,21,36,27,0
2014,10,17,50,29,1
2011,7,29,13,16,1
2020,11,23,37,6,1
2008,8,1,30,19,0
2015,2,27,45,10,0
2017,2,22,6,27,1
2019,5,31,44,28,1
2015,5,29,50,29,0
2017,3,1,48,29,0
2022,12,30,19,25,0
2014,1,31,15,8,0
2017,3,29,31,13,1
2008,5,23,27,30,1
2011,7,15,16,9,1
2014,6,11,22,11,0
2012,2,29,27,30,0
2016,8,10,29,27,1
2011,6,3,25,18,0
2010,8,6,37,6,1
2008,10,13,48,29,1
2023,12,6,22,11,1
2007,6,26,49,26,0
2021,9,24,11,29,0
2013,4,10,41,4,1
2022,7,4,14,24,0
2015,5,4,32,6,0
2023,4,17,25,18,0
2015,10,9,21,2,0
2020,2,12,17,14,1
2009,6,8,34,20,1
2023,7,21,17,14,1
2014,4,16,54,20,0
2019,11,6,54,20,0
2023,9,15,12,7,0
2007,1,17,21,2,0
2016,12,19,15,8,0
2007,2,10,38,23,1
2013,2,13,40,27,0
2007,3,13,0,12,0
2014,6,30,22,11,0
2021,7,30,55,31,1
2018,7,13,25,18,0
2017,3,3,26,15,0
2023,7,24,8,22,0
2010,8,18,41,4,0
2020,8,31,43,1,0
2014,12,24,49,26,0
2024,2,28,34,20,0
2014,3,3,29,27,0
2007,3,6,33,29,0
2010,7,2,26,15,1
2007,2,2,24,1,1
2023,1,13,36,27,1
2011,4,11,18,9,1
2007,5,24,4,5,1
2016,2,3,11,29,0
2019,7,15,44,28,1
2007,9,17,42,17,1
2018,5,2,29,27,1
2023,5,8,50,29,0
2016,4,1,11,29,0
2022,2,16,24,1,1
2015,3,2,27,30,0
2020,9,4,48,29,1
2014,10,8,51,8,0
2019,6,21,24,1,0
2011,10,3,49,26,0
2014,6,27,37,6,1
2019,9,6,4,5,0
2023,12,8,5,25,0
2019,9,9,47,4,1
2019,7,31,16,9,0
2016,6,27,54,20,1
2023,2,8,10,12,1
2015,5,8,51,8,0
2015,7,6,29,27,1
2011,11,7,42,17,1
2023,1,25,23,27,0
2015,10,30,9,5,1
2013,11,25,18,9,1
2010,11,1,54,20,0
2013,7,15,54,20,1
2010,1,22,3,22,0
2009,7,6,9,5,0
2010,7,5,2,3,1
2013,5,17,30,19,0
2014,2,26,26,15,0
2007,1,18,8,22,0
2021,7,2,35,21,1
2017,5,19,30,19,0
2021,1,6,12,7,0
2016,5,18,25,18,0
2019,8,14,52,14,1
2012,5,25,46,6,1
2019,12,13,15,8,0
2013,4,26,14,24,0
2023,7,24,46,6,1
2019,1,30,20,11,0
2011,12,7,36,27,1
2007,2,14,45,10,1
2008,2,22,12,7,1
2021,9,22,6,27,0
2015,3,30,23,27,0
2018,7,2,36,27,0
2017,8,18,8,22,1
2021,11,5,23,27,1
2009,4,27,0,12,0
2011,8,26,18,9,1
2020,9,9,28,25,1
2018,4,13,9,5,0
2012,5,30,0,12,1
2016,9,26,51,8,0
2010,10,20,11,29,0
2008,9,24,41,4,0
2022,2,25,26,15,1
2023,8,11,2,3,1
2023,9,25,8,22,0
2018,11,30,53,18,1
2012,3,5,31,13,0
2018,9,24,53,18,0
2015,7,22,23,27,0
2015,1,2,28,25,1
2021,12,8,41,4,0
2014,8,22,13,16,0
2020,11,11,29,27,0
2015,8,24,29,27,1
2012,6,8,36,27,1
2015,4,20,39,25,0
2010,8,23,5,25,0
2012,2,27,15,8,0
2024,1,10,27,30,0
2017,6,30,47,4,1
2014,11,7,17,14,0
2009,1,9,15,8,0
2009,2,9,29,27,1
2013,3,20,31,13,1
2009,1,14,32,6,1
2007,3,21,47,4,1
2020,1,13,36,27,0
2009,3,25,13,16,1
2023,7,31,24,1,1
2009,5,20,55,31,1
2017,9,29,27,30,0
2014,8,4,32,6,0
2009,3,13,34,20,0
2019,11,6,50,29,1
2012,4,2,30,19,0
2010,6,18,55,31,1
2021,9,1,1,0,0
2016,6,29,11,29,1
2017,9,22,43,1,0
2009,10,14,37,6,0
2008,4,30,34,20,1
2017,12,15,1,0,1
2009,10,26,3,22,0
2016,1,22,38,23,1
2023,12,15,18,9,0
2013,4,19,47,4,1
2023,1,18,25,18,1
2010,5,31,54,20,0
2011,9,26,24,1,1
2009,9,7,41,4,1
2017,9,22,19,25,1
2020,9,2,37,6,0
2014,2,19,11,29,0
2019,7,8,31,13,1
2023,7,31,52,14,1
2022,3,14,41,4,1
2015,2,4,52,14,1
2008,8,4,21,2,1
2017,3,24,2,3,0
2015,11,27,14,24,0
2008,8,1,14,24,0
2007,7,23,15,8,0
2015,4,13,48,29,0
2022,6,1,31,13,1
2022,1,28,10,12,0
2016,9,21,37,6,1
2017,7,28,6,27,1
2023,6,21,32,6,1
2023,9,13,17,14,1
2015,3,23,41,4,1
2023,9,1,31,13,1
